Tid;item1;item2;item3;item4;item5;item6
'14.317 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.35 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.367 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.383 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.4 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.417 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.433 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.45 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.467 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.483 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.5 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.517 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.533 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.55 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.567 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.583 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.6 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.617 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.633 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.65 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.683 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.7 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.717 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.733 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.75 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.767 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.783 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.8 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.817 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.85 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.867 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.883 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.9 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.917 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.933 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.95 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.967 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'14.983 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.017 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.033 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.05 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.067 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.083 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.1 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.117 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.133 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.15 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.183 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.2 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.217 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.233 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.25 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.267 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.283 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.3 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.317 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.35 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.367 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.383 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.4 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.417 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.433 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.45 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.467 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.483 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.5 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.517 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.533 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.55 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.567 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.583 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.6 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.617 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.633 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.65 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.667 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.683 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.7 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.717 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.733 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.75 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.767 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.783 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.8 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.817 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.833 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.85 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.867 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.883 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.9 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.917 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.933 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.95 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.967 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'15.983 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.017 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.033 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.05 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.067 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.083 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.1 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.117 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.133 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.15 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.167 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.183 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.2 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.217 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.233 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.25 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.267 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.283 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.3 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.317 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.333 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.35 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.367 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.383 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
'16.4 sec';[1093,944,60,44];[1159,943,61,45];[1225,944,60,44];[1093,992,60,45];[1159,992,60,45];[1225,992,60,45]
